,path,GT,spanish
278,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0022.wav,le dijiste que quitara,Desde que quitar.
279,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0023.wav,barcelona,
280,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0025.wav,que paso ahí,
281,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0026.wav,cuando dice,
282,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0027.wav,hola,
283,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0028.wav,ahí abajo dice,allá abajo y
284,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0029.wav,apuesta,
285,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0030.wav,chiva,
286,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0031.wav,ganador,
287,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0032.wav,tuyo,
288,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0033.wav,y luego,
289,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0034.wav,y luego,
290,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0037.wav,significado,significado.
291,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0039.wav,ganadora,
292,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0040.wav,que si hablaba,se hablaba.
293,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0042.wav,como,
294,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0043.wav,como,
295,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0045.wav,lo que esta ahí,
296,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0047.wav,lo que va a pasar,lo que ha pasado.
297,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0049.wav,equis,
298,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0050.wav,tres mas dos,Es más dos.
299,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0051.wav,entonces,
300,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0052.wav,la equis,
301,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0053.wav,significa,significa
302,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0054.wav,uno,
303,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0055.wav,va a poner uno,va a poner uno.
304,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0056.wav,y cinco,
305,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0057.wav,que va a pasar,
306,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0058.wav,te va a dar la respuesta,va a dar respuesta.
307,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0059.wav,pero que va a pasar,lo que va a pasar.
308,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0061.wav,cinco,
309,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0062.wav,la respuesta,de respuesta.
310,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0064.wav,si tiene la equis,tiene la
311,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0065.wav,va a ser igual o diferente,más vuelvo a los diferentes.
312,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0067.wav,lo dejaste,
313,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0001.wav,cero,
314,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0002.wav,no,
315,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0003.wav,nunca,
316,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0005.wav,y seis,
317,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0006.wav,pero quieres llegar al nueve,pero quiere llegar al nueve.
318,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0007.wav,menos uno,Menos.
319,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0009.wav,exacto,y claro.
320,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0010.wav,entonces,En.
321,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0011.wav,la computadora siempre va a parar,La computadora siempre va a parar.
322,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0012.wav,que quiere,que quiere.
323,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0013.wav,si por ejemplo,"si, por ejemplo,"
324,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0014.wav,si tu quieres que llegue al diez,que también se llega al diez.
325,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0017.wav,que va a llegar en el nueve,que va a llegar en el noveno.
326,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0018.wav,si quieres que llegue al veintiséi,y es que llevas veintiséis.
327,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0019.wav,va a parar en el veinticinco,va a parar en el Veintisiete.
328,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0020.wav,si pones,y poner
329,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0021.wav,si pones once y quieres que,"y por eso, si quieres"
330,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0022.wav,que caiga,
331,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0023.wav,ya entendió,Atendió.
332,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0025.wav,por que,
333,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0026.wav,ya se te olvido,Ya se te olvida.
334,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0027.wav,por que,
335,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0028.wav,este,
336,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0029.wav,tienes diez,y así es.
337,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0030.wav,menos uno y quieres llegar a nueve,Los una y quiere llegar a nueve.
338,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0031.wav,que pasa,que pasa.
339,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0032.wav,yo te dije que,Ya. Te dije que
340,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0033.wav,impaciente,impaciente.
341,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0034.wav,igual yo,igual de
342,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0036.wav,aleluya,Hay Lulla.
343,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0037.wav,yo le dije,
344,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0038.wav,piensen,
345,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0039.wav,cuanto es todo esto,entonces todo esto
346,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0040.wav,no veo,No veo.
347,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0044.wav,porque luego no sabes,ya sabes.
348,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0045.wav,uno,
349,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0046.wav,cuantos hay para acá,Cuántos hay para acá?
350,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0047.wav,son once,
351,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0048.wav,uno dos,
352,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0049.wav,ocho nueve diez,ocho. No el diez.
353,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0050.wav,no,
354,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0051.wav,no dijiste que estos eran once,No. Dijiste que estos eran once.
355,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0052.wav,uno,
356,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0053.wav,dos,
357,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0054.wav,nueve diez son diez,y es un día.
358,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0055.wav,son diez son cien,Un día son cien.
359,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0056.wav,diez por once,y es por once.
360,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0057.wav,diez y diez menso,y así bien.
361,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0058.wav,por que mira,porque mira
362,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0059.wav,uno,Una.
363,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0060.wav,dos,
364,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0061.wav,tres,
365,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0062.wav,cuatro,
366,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0063.wav,cinco,
367,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0064.wav,seis siete ocho nueve,"seis siete, ocho nueve"
368,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0065.wav,a no entonces si son cien,no entonces y lo siento.
369,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0066.wav,ciento diez,ciento diez.
370,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0067.wav,rápido que lo podían hacer,rápidas que no podían hacer.
371,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0068.wav,es con ese código aquí,Es. No sé. Tengo viva.
372,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0069.wav,oh si ahí dice,o si hay
373,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0070.wav,aquí,
374,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0071.wav,ahí esta la respuesta,está la relación.
375,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0072.wav,a ver ahí encuentra donde esta la respuesta,a ver el encuentro donde está la respuesta.
376,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0073.wav,ocho,
377,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0075.wav,donde esta la respuesta,donde estan LOS después.
378,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0077.wav,diez por diez,y es por diez.
379,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0078.wav,otra,
380,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0081.wav,perdón,
381,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0083.wav,prendido,
382,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0084.wav,error,error.
383,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0085.wav,quien se llama,bien se llama
384,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0086.wav,matrix,materias.
385,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0088.wav,eso,
386,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0089.wav,se esta poniendo medio rara,está poniendo media rara.
387,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0091.wav,que yo que,yo que
388,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0092.wav,ya entró en celo,en tres D.
389,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0093.wav,no se si te refieres a eso,No se si te refieres a eso.
390,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0094.wav,o a la otra cosa,de la otra cosa.
391,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0095.wav,o sea de esto,"o sea, de esto."
392,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0096.wav,ah okey,Aunque.
393,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0097.wav,entonces si,El francés y
394,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0098.wav,ta borracho o que,La borracho.
395,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0099.wav,esque ya entra en celo,es que entren en
396,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0101.wav,no,
397,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0104.wav,cuantas columnas hay,a vueltas con la
398,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0105.wav,que,
399,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0106.wav,atención,
400,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0107.wav,te quito eso,poquito eso.
401,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0108.wav,piensen en cuantas,Entienden. Cuánto?
402,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0109.wav,columna,
403,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0110.wav,fila,
404,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0111.wav,pilas,y las
405,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0112.wav,pilas,
406,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0113.wav,filas,y las
407,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0114.wav,esque ella dijo pila,es que ya dice Pilar.
408,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0115.wav,cuantos,
409,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0116.wav,cuantos,
410,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0117.wav,filas y columna,y las y con una
411,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0118.wav,este,
412,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0119.wav,cinco,sí.
413,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0120.wav,cinco,cinco.
414,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0121.wav,por que,
415,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0122.wav,por que hay cinco aquí,porque hay cinco aquí.
416,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0124.wav,a ver donde estan los cinco y cinco,a ver dónde están las cinco cinco.
417,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0125.wav,y aquí,
