c1	PER 	WER	Target IPAs	Predicted IPAs
500	0.7778	1.0000	n_o e_s l_o k_e a_n_d_a_m_o_s a_s_j_ɛ_n_d_o		l_a a_t_ɛ_n_d_a d_w_e_ð_a_s n_s_u_n_ɔ
501	0.6923	1.0000	s_i_n_k_o i s_i_n_k_o		u n u_n_i_ɣ_j_i_d_o
502	0.8000	1.5000	k_o_m_o s_a_β_ɛ_n		o n_a_t_a b_e_ɛ_n
503	1.0000	1.0000	p_ɔ_ɾ k_e		i_l_t
504	1.0000	3.0000	o_tʃ_o		ɔ ʝ_o 
505	0.7778	1.3333	o_tʃ_o i o_tʃ_o		ɔ ʝ_a i ʝ_a 
506	0.6923	1.0000	n_o d_i_ɣ_a_s n_a_ð_a		ɔ_ɾ_e k_a_ɔ_n_a_ɾ_a
507	0.4286	2.0000	a_ð_i_β_i_n_a		a m_i_l_i_n_a
508	0.6667	1.0000	p_ɔ_ɾ k_e		oɪ_l d_e
509	0.5000	1.0000	p_ɔ_ɾ k_e		ɔ_n k_ɛ
510	0.8333	2.0000	l_o_s k_ɔ_n_t_a_m_o_s		l_o e_s p_u_ð_n_d_o_k_o ɔ
511	0.6562	1.0000	n_o t_e r_i_a_s p_ɔ_ɾ k_e b_a a p_ɛ_n_s_a_ɾ k_e		o l t_e m_i_a r_o_t_ɾ_o a_s_t_ɛ k_a_d_e
512	0.8333	1.0000	p_ɔ_ɾ k_e		o_n_e
513	0.6000	1.0000	k_ɔ_n_t_ɛ		d_ɔ_n_k_e
514	1.3333	2.0000	o_tʃ_o		o ʝ_e_a
515	0.4000	2.0000	i_ɣ_w_a_l		i_ɣ_o_a 
516	0.8148	1.0000	o_tʃ_o i o_tʃ_o i_ɣ_w_a_l a d_j_e_s_i_s_ɛ_i_s		a k_e_ʝ_e_s_a_ɣ_a_ɾ_a_ɛ n_ɛ

I am using this checkpoint /home/mario/Desktop/ctc_runs/ML2_ts_sp_phrases_x4_60E3/stg1/chkpnt_OnRun03Epoch035CaseYesRL.tar
I am running inferences for this transcript: /home/mario/Desktop/ctc_data/spctrgrms/clean/AO_SP/transcript.txt

Results are:
Average PER: 0.7208
Average WER: 1.2679

I used the following dictionaries:
	/home/mario/Desktop/ctc_data/dict/ts_sp_phrases.pickle

This is the number of times each keyword was found in transcript:
	WORD	|	# of instances
    zero		      0
     one		      0
     two		      0
   three		      0
    five		      0
  number		      0
 numbers		      0
    cero		     21
     uno		     35
     dos		     22
    tres		      8
   cinco		     17
  número		     11
 números		      4
