path,GT,bilingual
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_080.flac,to know that,you know that
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_099.flac,the second one,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_062.flac,and you put hello,and your bow hello
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_039.flac,they need to give us the other book yeah,I need to give massages
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_008.flac,this is only,medieval
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_023.flac,no yes,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_052.flac,group in fours,open phone
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_367.flac,for example,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_027.flac,so are these ones the same are these two different,so is this one the same or are they two different
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_136.flac,think of very complex,Bank of America
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_02-05_English_018.flac,ten or two nine,dinner tonight
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_001.flac,i got two,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_031.flac,no is five five,no it's 55
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_111.flac,they ask you the number and you put the number,they have to the number and you put them on
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_092.flac,i turned off,turn off
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_068.flac,okay,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_014.flac,four binarys,4 binary okay
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_060.flac,thats your hexadecimal,but if you're headed this way
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_196.flac,press it,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_101.flac,you got four right,you got for it
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr11-C-Phuong_q2_04-05_English_036.flac,binary,SB Lena
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_Apr27_Jose_01-01_English_004.flac,videos and programming,video game programming
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_116.flac,what is here,what is Tia
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_137.flac,what would you type,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_130.flac,and then you go,is it in you
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_140.flac,ten into two,10 into 2
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_007.flac,this is like,this is
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_024.flac,whats two times three,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_010.flac,okay,okay
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_101.flac,are we going to,are we going to
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_059.flac,its okay,instigate
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_036.flac,whats the color for green oh wait,what's the color for green
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_026.flac,three was three,what's 3
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_164.flac,so thats,so that
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_075.flac,sixty minus six,60 - 2
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_075.flac,whatever you type,whatever you want
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_037.flac,the print command,main commands
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_120.flac,whats going to happen,what's going to happen
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_028.flac,okay,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_103.flac,why is equal to ten,why is it called
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_020.flac,so only have one one in here,only has 11 in here
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_018.flac,binary,binary
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_024.flac,the files,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_006.flac,two two,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_114.flac,and then,and then
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_115.flac,figure out the binary,I got the van
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_037.flac,what about a black and white house,what about black and white movies 2000s
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_076.flac,what is he doing,what does he do
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_166.flac,can i try,Jeanette
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_007.flac,talking about timers,rocking on the timers
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_02-05_English_033.flac,it should be one right,and one right
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_043.flac,so if you look at it,what you looking at
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_027.flac,hi scooby doo blue,Ty Scooby-Doo
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_099.flac,multiplied by two,want to play
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_018.flac,go ahead and do this,go ahead and go
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_036.flac,the video changed,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_078.flac,digits,digit
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_04-07_English_010.flac,okay so what are we doing,okay so what are we doing
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_053.flac,by sixteen,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_001.flac,it gives an interface,gives an interface
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_074.flac,sixty four,660
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_033.flac,whatever you see here,whatever you see he is
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_006.flac,column three row four,color 304
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_May06_Draven_01-01_English_018.flac,math before the program,Mass before the program
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_108.flac,change name to color,change name Google
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_060.flac,the answer,Dante
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_004.flac,but will that be printed,but will it be printed
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_056.flac,and you guys,can you go
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_Apr27_Jose_01-01_English_001.flac,like eight plus four,8 + 4
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_056.flac,what is this hi,what is this song
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_115.flac,since we have done this,things we have done
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_046.flac,already in session three,already
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_075.flac,at the end,IPA
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_017.flac,bigger numbers,even numbers
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_063.flac,you understand it now,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_056.flac,tell them to discuss,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_008.flac,i dont think they have four here,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_123.flac,is going to be twenty,going to be twin
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_082.flac,let hector explain,but Hector Express
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_May06_Draven_01-01_English_008.flac,one to two fifty five,1 to 2:55
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_055.flac,other number,other number
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_014.flac,in the while loop each time its gonna compare these two,take it and then in the Waldo it's time you going to compare these two
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_171.flac,making it better,making it better
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_033.flac,this is five zero,509
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_069.flac,this operation,this operation
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_032.flac,he didnt explain it they just copy i feel like they just copy,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_157.flac,so what is the value,what is the value
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_039.flac,lets read what it,let's read
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_087.flac,pretty simple,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_051.flac,and control minus,ant control
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_010.flac,explain,explain
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_112.flac,yeah binary,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_029.flac,so this one is f zero,where is 170
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_005.flac,you put zero,are you poor 0%
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_004.flac,column six row one,call of 601
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_023.flac,did they write something about,did I tell you
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_069.flac,¡moving on ¡moving on okay,really God
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_011.flac,so since you are asking them,so since you're asking
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_031.flac,wait wait wait,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_009.flac,how many bits,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_006.flac,i dont know how they got it observe it so what is the about open up the session what session are you on five four,so what is the album open up the session with session are you on at 5
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_104.flac,at the end,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_053.flac,oh i think this is going to be hard we only have one hundred so change it to one,I think it's going to be hard
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_131.flac,have nothing,Have Nots
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_055.flac,gonna group in fours,can I group in fours
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_041.flac,what this is basically,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_008.flac,i mean single,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_038.flac,¡oh no actually for the first one the last digit it go zero one zero one zero one but the second one it go zero zero one one zero zero one one you see,no actually for the first ones the last digit is go 0 1 0 1 0 1 0 0 1 1 0 1 1
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_098.flac,the first one gave me fifteen,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_190.flac,its gonna,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_007.flac,the binary number of this,the binary number of this
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_064.flac,what input is,what input is
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_054.flac,oh whats going on,what's going on
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_043.flac,this is our little,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_035.flac,do what,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_011.flac,is when you go,is when you go
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_021.flac,times zero which is one right because you have two hundred and sixty five,Victor Victor
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_001.flac,oh really,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_058.flac,oh my god i cant say that like exponent thing,I can't say it.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_021.flac,command prompt,memento
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_397.flac,the number,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_003.flac,row one right,who won rhyme
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_310.flac,im ready,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_059.flac,its awesome,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_03-05_English_006.flac,so you need to put zero in every column,do you need to put 0 in every color
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_094.flac,let us play again,let's play a game
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_04-07_English_007.flac,give me my pencil,Game of Thrones
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_168.flac,all the variables,Ulta
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_May06_Draven_01-01_English_012.flac,to the program,to the program
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_085.flac,the one that you two,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_003.flac,from this,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_05-05_English_000.flac,i wanna do zero one,pumpkin
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_Apr27_Jose_01-01_English_008.flac,programming and stuff,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_044.flac,i cant find the mouse,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_139.flac,color is black,color is black
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_124.flac,i dont think so,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_203.flac,and then if you want to go change this,I mean if you want to go change.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_005.flac,funny hey wait,honey
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_081.flac,so what is happening,what is happening
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_002.flac,are we gonna use the computer today,are we going to use the computer today
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_020.flac,wait,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_040.flac,okay,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_02-05_English_003.flac,can you do one another for me,can you do one another for me
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_030.flac,he opened,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_078.flac,whats your name,what's your name
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_016.flac,binary,Bonnaroo
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_016.flac,okay so is one different from two,despacito is 1 different from 2
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_110.flac,forty five,Spotify
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_174.flac,and set things equal to them,something simple to them
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_051.flac,switches,twitches
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_060.flac,off off off okay,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_May06_Draven_01-01_English_014.flac,one square,1 square
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_072.flac,so what i did first,so what I did
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_001.flac,hay solamente,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_002.flac,dos valores,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_003.flac,cero,
